timestamp,carre_id,moyenne_occup,lati,long,distance,taux_dispo_closest
2020-01-22 00:00:00+00:00,10_17,0.0833333333333333,48.862500000000026,2.342499999999998,0.31257625134202605,0.9166666666666666
2020-01-22 00:00:00+00:00,10_20,0.0,48.862500000000026,2.3574999999999977,0.2713321323696116,1.0
2020-01-22 00:00:00+00:00,10_28,0.6666666666666666,48.862500000000026,2.397499999999997,0.19417178108832114,0.3333333333333333
2020-01-22 00:00:00+00:00,10_3,0.5,48.862500000000026,2.2724999999999995,0.14159825042560914,0.5
2020-01-22 00:00:00+00:00,10_5,0.6666666666666666,48.862500000000026,2.2824999999999993,0.17038064156033628,0.3333333333333333
2020-01-22 00:00:00+00:00,11_12,0.6666666666666666,48.86750000000003,2.3174999999999986,0.26759706064996375,0.3333333333333333
2020-01-22 00:00:00+00:00,11_17,0.0,48.86750000000003,2.342499999999998,0.1912844497801592,1.0
2020-01-22 00:00:00+00:00,11_22,0.0,48.86750000000003,2.3674999999999975,0.3032333853659215,1.0
2020-01-22 00:00:00+00:00,12_15,0.5,48.87250000000003,2.3324999999999982,0.21453633373062897,0.5
2020-01-22 00:00:00+00:00,12_30,0.0,48.87250000000003,2.4074999999999966,0.24780248039982566,1.0
2020-01-22 00:00:00+00:00,12_6,0.6666666666666666,48.87250000000003,2.287499999999999,0.2095282689411942,0.3333333333333333
2020-01-22 00:00:00+00:00,13_10,0.3333333333333333,48.87750000000003,2.3074999999999988,0.2362186663135244,0.6666666666666666
2020-01-22 00:00:00+00:00,13_20,0.0,48.87750000000003,2.3574999999999977,0.23635709262687774,1.0
2020-01-22 00:00:00+00:00,13_21,0.3333333333333333,48.87750000000003,2.3624999999999976,0.2862374659846191,0.3333333333333333
2020-01-22 00:00:00+00:00,13_22,0.0,48.87750000000003,2.3674999999999975,0.17499824421368046,1.0
2020-01-22 00:00:00+00:00,13_27,0.0,48.87750000000003,2.392499999999997,0.025629805129315415,1.0
2020-01-22 00:00:00+00:00,13_6,0.6666666666666666,48.87750000000003,2.287499999999999,0.169029820911249,0.3333333333333333
2020-01-22 00:00:00+00:00,13_7,0.4444444444444444,48.87750000000003,2.292499999999999,0.1818741611836816,0.5555555555555555
2020-01-22 00:00:00+00:00,13_9,0.0833333333333333,48.87750000000003,2.302499999999999,0.23955142372851715,0.9166666666666666
2020-01-22 00:00:00+00:00,14_11,0.5,48.882500000000036,2.3124999999999987,0.17408376787870047,0.5
2020-01-22 00:00:00+00:00,14_28,0.1666666666666666,48.882500000000036,2.397499999999997,0.24194019692725355,0.5
2020-01-22 00:00:00+00:00,14_6,0.6666666666666666,48.882500000000036,2.287499999999999,0.09617602493793886,0.3333333333333333
2020-01-22 00:00:00+00:00,15_16,0.5,48.88750000000004,2.337499999999998,0.2686432221304917,0.5
2020-01-22 00:00:00+00:00,15_23,0.5,48.88750000000004,2.3724999999999974,0.17633362811785325,0.5
2020-01-22 00:00:00+00:00,15_26,0.4166666666666667,48.88750000000004,2.387499999999997,0.11276867495919488,0.5833333333333334
2020-01-22 00:00:00+00:00,15_8,0.4444444444444444,48.88750000000004,2.297499999999999,0.2013921832057423,0.5555555555555555
2020-01-22 00:00:00+00:00,16_14,0.25,48.89250000000004,2.3274999999999983,0.1581502856806706,0.75
2020-01-22 00:00:00+00:00,17_19,0.25,48.89750000000004,2.352499999999998,0.026781337541746796,0.75
